id,Response
381110,0.03305768519639969
381111,0.43174746334552766
381112,0.21327348053455353
381113,0.039385228604078296
381114,0.03305469527840614
381115,0.03297344893217087
381116,0.033147139847278594
381117,0.03301919475197792
381118,0.38064104318618774
381119,0.033202354609966275
381120,0.033102437108755114
381121,0.12351392805576325
381122,0.03298652172088623
381123,0.33053682148456576
381124,0.12282164245843888
381125,0.033112341165542604
381126,0.09425409883260727
381127,0.1144086167216301
381128,0.03300246000289917
381129,0.033303989470005034
381130,0.033032328635454175
381131,0.03300090581178665
381132,0.04615557789802551
381133,0.23179080784320832
381134,0.1688055545091629
381135,0.03297755941748619
381136,0.032982959598302844
381137,0.03310667797923088
381138,0.03315771743655205
381139,0.033030498027801516
381140,0.06654619053006172
381141,0.03299982249736786
381142,0.03298100456595421
381143,0.03306465670466423
381144,0.05147458910942078
381145,0.35563105493783953
381146,0.03298302590847015
381147,0.044217976927757266
381148,0.03306025266647339
381149,0.03304251879453659
381150,0.2182235300540924
381151,0.4864561676979065
381152,0.03300062865018845
381153,0.22048043608665466
381154,0.3078386068344116
381155,0.36791186332702636
381156,0.03300869092345238
381157,0.03827631324529648
381158,0.11285305321216584
381159,0.08899369612336158
381160,0.20918516218662261
381161,0.03422451838850975
381162,0.033000332117080686
381163,0.25821800231933595
381164,0.03298351019620895
381165,0.08627185747027397
381166,0.11939390748739243
381167,0.03302228525280952
381168,0.032980737090110776
381169,0.03868222162127495
381170,0.03300802111625671
381171,0.032978813350200656
381172,0.18731653392314912
381173,0.07155592739582062
381174,0.033006473630666736
381175,0.03300323039293289
381176,0.03304406479001045
381177,0.408168238401413
381178,0.143452924489975
381179,0.03349708542227745
381180,0.03787918090820312
381181,0.032983039319515225
381182,0.17591591477394103
381183,0.033055159449577334
381184,0.033362191170454025
381185,0.032985123246908186
381186,0.4091479301452637
381187,0.6282350540161132
381188,0.11860498785972595
381189,0.05963333249092102
381190,0.03305396810173988
381191,0.09335223883390427
381192,0.05946506932377815
381193,0.03415652438998222
381194,0.27667632699012756
381195,0.04488484710454941
381196,0.03308054208755493
381197,0.03821468576788902
381198,0.13606273978948594
381199,0.5241558253765106
381200,0.03350501656532288
381201,0.03324066698551178
381202,0.20257192254066467
381203,0.5597083032131195
381204,0.07451248615980148
381205,0.03299499377608299
381206,0.06452528685331345
381207,0.03298748880624771
381208,0.04073036313056946
381209,0.032971470057964324
381210,0.1010669082403183
381211,0.03297246173024178
381212,0.3345489680767059
381213,0.24517095685005189
381214,0.08559236228466034
381215,0.052445092052221295
381216,0.05159009099006653
381217,0.03307182192802429
381218,0.3359654664993286
381219,0.09473094269633293
381220,0.03339716047048569
381221,0.13146237283945084
381222,0.032995700091123584
381223,0.03300911635160446
381224,0.04815918430685997
381225,0.5141711235046387
381226,0.4222913682460785
381227,0.3084611415863037
381228,0.037733038514852525
381229,0.15674419701099396
381230,0.03298180103302002
381231,0.03312011137604713
381232,0.4129128813743591
381233,0.03310761973261833
381234,0.2998427450656891
381235,0.03301359936594963
381236,0.05231198891997337
381237,0.03301912918686867
381238,0.03298334926366806
381239,0.03296891748905182
381240,0.03297386094927788
381241,0.18213774859905243
381242,0.03300979509949684
381243,0.03301342129707337
381244,0.0664413571357727
381245,0.032985225319862366
381246,0.1912962704896927
381247,0.4045470952987671
381248,0.03298245668411255
381249,0.0545325867831707
381250,0.033093944936990735
381251,0.03317042738199234
381252,0.03303157836198807
381253,0.033024334162473676
381254,0.032976352423429486
