id,Response
381110,0.12257326452180675
381111,0.12257326452180675
381112,0.12257326452180675
381113,0.12257326452180675
381114,0.12257326452180675
381115,0.12257326452180675
381116,0.12257326452180675
381117,0.12257326452180675
381118,0.12257326452180675
381119,0.12257326452180675
381120,0.12257326452180675
381121,0.12257326452180675
381122,0.12257326452180675
381123,0.12257326452180675
381124,0.12257326452180675
381125,0.12257326452180675
381126,0.12257326452180675
381127,0.12257326452180675
381128,0.12257326452180675
381129,0.12257326452180675
381130,0.12257326452180675
381131,0.12257326452180675
381132,0.12257326452180675
381133,0.12257326452180675
381134,0.12257326452180675
381135,0.12257326452180675
381136,0.12257326452180675
381137,0.12257326452180675
381138,0.12257326452180675
381139,0.12257326452180675
381140,0.12257326452180675
381141,0.12257326452180675
381142,0.12257326452180675
381143,0.12257326452180675
381144,0.12257326452180675
381145,0.12257326452180675
381146,0.12257326452180675
381147,0.12257326452180675
381148,0.12257326452180675
381149,0.12257326452180675
381150,0.12257326452180675
381151,0.12257326452180675
381152,0.12257326452180675
381153,0.12257326452180675
381154,0.12257326452180675
381155,0.12257326452180675
381156,0.12257326452180675
381157,0.12257326452180675
381158,0.12257326452180675
381159,0.12257326452180675
381160,0.12257326452180675
381161,0.12257326452180675
381162,0.12257326452180675
381163,0.12257326452180675
381164,0.12257326452180675
381165,0.12257326452180675
381166,0.12257326452180675
381167,0.12257326452180675
381168,0.12257326452180675
381169,0.12257326452180675
381170,0.12257326452180675
381171,0.12257326452180675
381172,0.12257326452180675
381173,0.12257326452180675
381174,0.12257326452180675
381175,0.12257326452180675
381176,0.12257326452180675
381177,0.12257326452180675
381178,0.12257326452180675
381179,0.12257326452180675
381180,0.12257326452180675
381181,0.12257326452180675
381182,0.12257326452180675
381183,0.12257326452180675
381184,0.12257326452180675
381185,0.12257326452180675
381186,0.12257326452180675
381187,0.12257326452180675
381188,0.12257326452180675
381189,0.12257326452180675
381190,0.12257326452180675
381191,0.12257326452180675
381192,0.12257326452180675
381193,0.12257326452180675
381194,0.12257326452180675
381195,0.12257326452180675
381196,0.12257326452180675
381197,0.12257326452180675
381198,0.12257326452180675
381199,0.12257326452180675
381200,0.12257326452180675
381201,0.12257326452180675
381202,0.12257326452180675
381203,0.12257326452180675
381204,0.12257326452180675
381205,0.12257326452180675
381206,0.12257326452180675
381207,0.12257326452180675
381208,0.12257326452180675
381209,0.12257326452180675
381210,0.12257326452180675
381211,0.12257326452180675
381212,0.12257326452180675
381213,0.12257326452180675
381214,0.12257326452180675
381215,0.12257326452180675
381216,0.12257326452180675
381217,0.12257326452180675
381218,0.12257326452180675
381219,0.12257326452180675
381220,0.12257326452180675
381221,0.12257326452180675
381222,0.12257326452180675
381223,0.12257326452180675
381224,0.12257326452180675
381225,0.12257326452180675
381226,0.12257326452180675
381227,0.12257326452180675
381228,0.12257326452180675
381229,0.12257326452180675
381230,0.12257326452180675
381231,0.12257326452180675
381232,0.12257326452180675
381233,0.12257326452180675
381234,0.12257326452180675
381235,0.12257326452180675
381236,0.12257326452180675
381237,0.12257326452180675
381238,0.12257326452180675
381239,0.12257326452180675
381240,0.12257326452180675
381241,0.12257326452180675
381242,0.12257326452180675
381243,0.12257326452180675
381244,0.12257326452180675
381245,0.12257326452180675
381246,0.12257326452180675
381247,0.12257326452180675
381248,0.12257326452180675
381249,0.12257326452180675
381250,0.12257326452180675
381251,0.12257326452180675
381252,0.12257326452180675
381253,0.12257326452180675
381254,0.12257326452180675
381255,0.12257326452180675
381256,0.12257326452180675
381257,0.12257326452180675
381258,0.12257326452180675
381259,0.12257326452180675
381260,0.12257326452180675
381261,0.12257326452180675
381262,0.12257326452180675
381263,0.12257326452180675
381264,0.12257326452180675
381265,0.12257326452180675
381266,0.12257326452180675
381267,0.12257326452180675
381268,0.12257326452180675
381269,0.12257326452180675
381270,0.12257326452180675
