id,Response
381110,0.010267061151451292
381111,0.33756106683925263
381112,0.30973165139688746
381113,0.01586743675311658
381114,0.01029969196745523
381115,0.01027547450954481
381116,0.012713775291207749
381117,0.010241979590320128
381118,0.33250247179598985
381119,0.013815296080092132
381120,0.013388914646967499
381121,0.20747907657507483
381122,0.011173127156564383
381123,0.30724231799209856
381124,0.14173147375763082
381125,0.01211561056897623
381126,0.04779900285735677
381127,0.3037111236707168
381128,0.010300345524280208
381129,0.010574774740596196
381130,0.01010938416774902
381131,0.010109061774012326
381132,0.024115302721369268
381133,0.27789992281292747
381134,0.20133615852806863
381135,0.010140842211804554
381136,0.010170817139383215
381137,0.012974861953012552
381138,0.013475604688604242
381139,0.010129843629537977
381140,0.12372844599433422
381141,0.0120787149212688
381142,0.011690920701896456
381143,0.01027495947333742
381144,0.03693588964974316
381145,0.3133369893460216
381146,0.01004975370547839
381147,0.021703500115778297
381148,0.010239035629731521
381149,0.01322973818216856
381150,0.317762113106972
381151,0.33695892413093714
381152,0.01149883416442452
381153,0.30978065482275247
381154,0.32909012998861675
381155,0.3145145285983915
381156,0.010088501095953155
381157,0.018343607047824333
381158,0.2684880930545098
381159,0.1161192346804576
381160,0.3174528154681838
381161,0.018308962623850893
381162,0.010226601083169647
381163,0.3130180203698032
381164,0.01021532201248456
381165,0.04380772537783209
381166,0.135355839855427
381167,0.010263486929217336
381168,0.010148370329676333
381169,0.03418327419695451
381170,0.010352250935142877
381171,0.010298065459768514
381172,0.33896733493077386
381173,0.043980852125729386
381174,0.010065696863893855
381175,0.010133310844249857
381176,0.012918548239270777
381177,0.25337014111211775
381178,0.08921631352075372
381179,0.01054381302479905
381180,0.027065045738397464
381181,0.010112801345265843
381182,0.24670653660650074
381183,0.010101201130091315
381184,0.018029646951742525
381185,0.01026852154828431
381186,0.33582480474193804
381187,0.35986217584242153
381188,0.1612301402809472
381189,0.05337189721643561
381190,0.01312192324508043
381191,0.1834134657936216
381192,0.26096858047856947
381193,0.016730655584303044
381194,0.2693749181501076
381195,0.029537703923611186
381196,0.01039831882716779
381197,0.02206792648261723
381198,0.10933036021602005
381199,0.668607385255642
381200,0.010271652326858985
381201,0.01343908973792669
381202,0.3066588678865175
381203,0.706193495636826
381204,0.03809087335235401
381205,0.012113848538114305
381206,0.043906067696078854
381207,0.01017122091946736
381208,0.020489903220535052
381209,0.01012738801708388
381210,0.15474411738206378
381211,0.011295907208358626
381212,0.3997398146443279
381213,0.29072651027013574
381214,0.17567890839788433
381215,0.07111081451094012
381216,0.027161012708127784
381217,0.01101753023216624
381218,0.3208913246256625
381219,0.1911363671056685
381220,0.023043931076852257
381221,0.29322982630588956
381222,0.010184317204865952
381223,0.013186272696714074
381224,0.07159813412466891
381225,0.3457298987167794
381226,0.3876516070206676
381227,0.35776702710656394
381228,0.02279596354066587
381229,0.22065611275357142
381230,0.010115804338670936
381231,0.010167569105378431
381232,0.3143648138254641
381233,0.010719043902259095
381234,0.31227756769428794
381235,0.010258105522489893
381236,0.03775614598284393
381237,0.010105582326773199
381238,0.010186978312982316
381239,0.010026599028383872
381240,0.010092959812875061
381241,0.2640140639755843
381242,0.010137025077266047
381243,0.01336940208913186
381244,0.037972968568719796
381245,0.011835763152891804
381246,0.3163010585568423
381247,0.4185768456659494
381248,0.010095400788249243
381249,0.03558025853844733
381250,0.010276759702750252
381251,0.01312209322776763
